NCH07, 13.15
FDS23, nan
FDO49, 10.6
FDS35, 9.3
DRK39, 7.02
DRI39, 13.8
FDV04, 7.825
NCN14, 19.1
FDH08, 7.51
FDS20, 8.85
FDV40, 17.35
FDZ48, nan
FDS24, nan
FDK44, nan
FDS48, 15.15
FDK26, nan
FDD23, 9.5
NCH54, 13.5
NCP14, 8.275
FDM60, 10.8
FDS12, 9.1
FDR39, 20.35
FDP12, 9.8
DRF60, 10.8
FDC09, nan
FDF50, 4.905
FDG28, 9.285
NCE19, 8.97
NCM53, nan
NCN18, 8.895
FDF32, nan
FDF11, 10.195
DRI59, 9.5
NCG54, 12.1
FDM44, 12.5
FDT57, 15.2
FDI50, 8.42
FDS09, 8.895
NCC31, 8.02
FDQ07, 15.1
FDC22, 6.89
FDZ56, 16.25
FDZ40, 8.935
FDS46, 17.6
DRD24, nan
FDV45, 16.75
FDL26, 18.0
FDA56, 9.21
FDN27, 20.85
FDL03, 19.25
FDE58, 18.5
FDI02, 15.7
NCC55, 10.695
FDB14, 20.25
FDR45, 10.8
NCN07, nan
FDM51, 11.8
FDT52, nan
NCZ42, 10.5
DRI47, 14.7
FDW40, nan
FDN34, 15.6
FDS01, 11.6
NCG55, 16.25
FDC11, 20.5
FDX35, 5.035
NCB06, 17.6
FDR09, 18.25
FDC53, 8.68
FDY45, 17.5
FDE02, 8.71
FDV34, 10.695
FDS59, 14.8
NCW17, 18.0
NCK54, 12.15
FDG17, 6.865
FDG35, 21.2
FDD08, 8.3
NCO07, 9.06
FDJ10, 5.095
FDW36, 11.15
DRE03, nan
FDH52, 9.42
FDO09, 13.5
FDU43, 19.35
FDX09, 9.0
FDH40, 11.6
FDC47, 15.0
NCR41, 17.85
FDC52, 11.15
FDY13, nan
FDY35, 17.6
NCU18, 15.1
FDY33, 14.5
FDC15, 18.1
FDU01, 20.25
NCU42, 9.0
NCV29, 11.8
NCY30, nan
FDQ46, nan
FDG58, 10.695
FDK33, 17.85
NCD07, 9.1
NCX29, 10.0
NCT42, 5.88
DRN59, 15.0
FDI44, 16.1
FDA45, 21.25
FDP31, 21.1
FDY01, nan
FDT09, 15.15
DRH03, 17.25
FDG14, 9.0
FDY47, 8.6
FDI56, 7.325
DRD01, 12.1
FDH33, 12.85
DRZ24, 7.535
NCQ38, nan
FDU07, 11.1
NCB07, 19.2
FDU48, 18.85
NCM43, 14.5
FDR31, 6.46
DRK49, 14.15
NCI30, 20.25
DRD60, nan
NCG19, 20.25
FDH12, 9.6
FDM32, nan
FDM27, 12.35
NCU53, 5.485
NCQ18, 15.75
FDI12, nan
NCC06, 19.0
FDW02, 4.805
FDM57, nan
FDA58, nan
FDK56, 9.695
FDP52, nan
FDW20, 20.75
FDS52, 8.89
NCL54, 12.6
FDC05, 13.1
FDF34, 9.3
FDP03, 5.15
FDD32, 17.7
FDZ10, 17.85
FDD51, 11.15
FDP58, 11.1
FDV49, 10.0
FDY24, 4.88
NCO55, 12.8
FDR13, 9.895
FDS51, 13.35
FDP26, nan
FDN31, nan
DRM48, 15.2
FDN20, 19.35
DRL01, 19.5
DRH13, 8.575
FDF47, 20.85
FDX32, nan
FDX57, 17.25
NCA30, 19.0
FDL04, 19.0
FDR16, 5.845
NCC19, 6.57
NCE42, 21.1
FDH19, 19.35
FDJ46, 11.1
FDN45, 19.35
FDY08, nan
FDZ37, 8.1
NCT30, 9.1
DRY23, 9.395
NCZ30, 6.59
FDC44, 15.6
FDB45, nan
FDY04, 17.7
FDZ43, 11.0
FDL15, 17.85
FDL57, nan
FDU08, 10.3
FDK40, 7.035
FDQ12, 12.65
FDP09, 19.75
FDY25, 12.0
DRE13, 6.28
FDV43, 16.0
FDD22, 10.0
FDM46, 7.365
NCO30, 19.5
FDM25, 10.695
NCN41, 17.0
FDU24, 6.78
FDZ50, 12.8
FDP45, nan
NCM54, 17.7
FDW10, 21.2
FDP20, 19.85
FDK32, nan
FDN52, 9.395
FDM58, 16.85
FDZ46, 7.485
NCA18, 10.1
FDD35, 12.15
NCK31, 10.895
FDI40, 11.5
FDT50, 6.75
NCT06, 17.1
FDT31, nan
FDT45, 15.85
FDT13, 14.85
FDO50, nan
NCR54, nan
NCO18, 13.15
FDU09, 7.71
FDE09, 8.775
NCK53, 11.6
FDG45, nan
DRH15, 8.775
FDO21, 11.6
FDD14, 20.7
FDH45, 15.1
FDV32, nan
FDS32, 17.75
NCL55, 12.15
DRE01, 10.1
DRE15, 13.35
NCL42, 18.85
FDZ59, 6.63
FDE45, 12.1
FDJ07, 7.26
FDQ45, 9.5
FDM33, 15.6
FDO15, 16.75
FDY49, 17.2
FDQ60, 6.195
FDO51, 6.785
FDJ40, 13.6
FDU45, 15.6
FDV02, 16.75
FDN09, 14.15
NCM55, 15.6
FDN23, 6.575
FDY31, 5.98
FDW03, nan
FDV23, 11.0
DRI03, 6.03
FDN13, 18.6
FDF45, 18.2
FDU46, 10.3
FDB57, 20.25
FDV12, 16.7
NCP43, 17.75
NCL07, 13.85
FDK03, 12.6
FDP59, nan
FDQ24, 15.7
FDU44, 12.15
FDH28, 15.85
FDV28, 16.1
FDR56, 15.5
FDV39, nan
FDU37, 9.5
FDQ11, 5.695
NCS42, nan
FDY57, nan
FDB21, nan
FDQ55, 13.65
FDZ19, 6.425
NCV18, 6.775
NCA42, 6.965
NCC30, 16.6
FDL09, 19.6
FDB09, 16.25
FDX26, 17.7
DRA12, 11.6
FDO46, 9.6
NCH42, 6.86
FDV08, 7.35
FDB47, 8.8
FDC28, 7.905
FDS07, 12.35
DRI13, 15.35
FDG32, 19.85
FDD28, 10.695
NCP41, nan
FDS08, 5.735
FDX47, 6.55
FDQ19, nan
FDL14, nan
FDA51, 8.05
DRC13, nan
FDQ03, 15.0
FDE38, 6.52
DRH23, 14.65
FDT11, 5.94
FDD09, 13.5
FDR40, 9.1
FDX07, 19.2
FDF20, nan
FDY26, 20.6
FDW04, 8.985
FDK52, 18.25
FDN60, 15.1
FDM09, 11.15
FDP46, 15.35
FDB50, 13.0
NCQ29, 12.0
FDP16, 18.6
FDX33, 9.195
FDP07, nan
FDN22, nan
FDF39, 14.85
FDS21, 19.85
FDK50, nan
DRF13, nan
FDH35, 18.25
FDP60, 17.35
DRJ49, 6.865
FDI04, 13.65
FDT56, 16.0
DRD15, 10.6
FDV58, 20.85
FDP21, 7.42
FDH05, 14.35
FDR10, 17.6
NCP06, 20.7
FDF33, 7.97
DRK37, 5.0
DRH49, nan
FDT58, 9.0
FDD41, 6.765
FDP40, 4.555
FDO45, 13.15
FDW33, nan
FDB10, 10.0
FDM40, 10.195
FDX48, 17.75
NCW05, 20.25
FDX27, 20.7
DRM37, 15.35
FDA38, nan
FDR36, 6.715
FDZ45, 14.1
FDG05, 11.0
FDK28, 5.695
FDV47, 17.1
FDN21, 18.6
NCO26, 7.235
FDQ49, 20.2
FDI52, 18.7
FDZ44, 8.185
FDZ09, 17.6
FDY03, 17.6
NCG42, 19.2
FDQ32, 17.85
FDW16, 17.35
FDU27, 18.6
FDR28, 13.85
FDS37, nan
FDW26, 11.8
FDX12, nan
FDW45, 18.0
NCN30, 16.35
FDN24, 14.1
NCL41, 12.35
FDR02, 16.7
FDS33, 6.67
FDU22, nan
FDI53, 8.895
DRH01, 17.5
NCP30, 20.5
FDB60, nan
NCP02, 7.105
FDG34, 11.5
NCB18, 19.6
FDM16, 8.155
FDW25, 5.175
DRN11, nan
FDH16, 10.5
NCQ50, 18.75
DRJ37, 10.8
DRJ24, 11.8
FDY16, 18.35
FDQ27, 5.19
FDZ33, 10.195
FDF29, 15.1
FDA08, 11.85
FDG31, 12.15
FDE34, 9.195
NCR30, 20.6
FDV33, nan
FDR12, 12.6
FDX50, 20.1
FDV31, 9.8
NCA29, 10.5
FDX08, 12.85
DRD49, nan
FDD33, 12.85
FDW35, 10.6
FDJ36, 14.5
FDV51, 16.35
NCS30, 5.945
FDN49, 17.25
FDL08, 10.8
FDI09, nan
FDP19, nan
FDU21, 11.8
FDY10, nan
NCN26, 10.85
FDJ41, nan
FDU60, 20.0
FDS02, 10.195
FDC51, nan
FDU03, 18.7
FDX39, 14.3
NCY05, 13.5
NCX53, 20.1
FDU57, 8.27
FDQ23, 6.55
FDQ52, 17.0
FDC14, 14.5
FDY09, nan
FDQ28, 14.0
FDV25, nan
DRB25, nan
FDY52, 6.365
FDB28, 6.615
FDT36, nan
FDC57, 20.1
FDU23, 12.15
NCX41, 19.0
NCD06, nan
FDW08, 12.1
NCU29, 7.685
FDV52, 20.7
FDB02, 9.695
NCR18, 15.85
FDK16, 9.065
FDZ01, 8.975
FDW27, 5.86
FDD17, nan
FDW39, 6.69
DRH59, 10.8
FDU40, 20.85
NCF54, 18.0
FDH46, nan
FDH50, 15.0
DRF15, 18.35
FDV27, 7.97
NCJ06, nan
FDN02, 16.5
FDQ51, 16.0
FDS45, 5.175
FDD36, 13.3
FDU52, 7.56
DRK47, 7.905
NCL30, 18.1
NCF30, nan
FDP08, nan
DRG39, 14.15
FDU32, 8.785
NCP54, 15.35
NCZ41, nan
DRL49, 13.15
FDI05, 8.35
FDY56, 16.35
FDR24, nan
FDZ34, 6.695
FDP37, 15.6
FDS57, 15.5
NCG18, 15.3
FDK25, 11.6
FDH53, 20.5
FDA52, nan
FDT20, 10.5
FDE36, 5.26
FDI24, 10.3
FDV11, nan
FDP01, 20.75
FDD34, 7.945
FDJ50, 8.645
DRO59, 11.8
DRB48, 16.75
FDR21, nan
FDO23, 17.85
NCE30, nan
FDB05, 5.155
FDO56, 10.195
NCA54, 16.5
FDA11, 7.75
FDA50, 16.25
FDC23, 18.0
FDE22, 9.695
FDK38, 6.65
FDX28, 6.325
FDF08, 14.3
FDD10, 20.6
FDO58, nan
NCK17, 11.0
NCJ18, 12.35
DRC25, 5.73
FDU28, 19.2
FDB39, 11.6
FDE41, 9.195
FDU50, 5.75
FDM34, 19.0
DRH25, 18.7
FDL44, 18.25
FDX43, 5.655
FDY12, nan
NCN43, 12.15
FDQ21, 21.25
NCK30, 14.85
FDG20, 15.5
DRG27, 8.895
FDY14, 10.3
NCC18, 19.1
DRJ39, 20.25
FDM08, 10.1
FDP51, 13.85
FDU16, nan
DRE48, 8.43
NCW29, 14.0
FDO11, 8.0
NCM31, 6.095
FDV35, 19.5
FDF58, 13.3
NCE43, 12.5
FDA02, 14.0
DRL37, 15.5
FDW59, 13.15
FDS22, 16.85
FDW24, 6.8
FDA21, 13.65
FDH58, nan
FDI45, nan
FDF35, 15.0
FDE24, 14.85
FDL36, 15.1
FDT51, nan
FDD59, 10.5
FDA57, 18.85
FDE46, 18.6
FDB56, 8.75
FDA25, 16.5
FDD20, 14.15
FDL25, 6.92
FDJ45, 17.75
NCR17, 9.8
NCM19, 12.65
FDX23, 6.445
FDD58, 7.76
NCD31, 12.1
FDI27, 8.71
FDI34, nan
NCM29, 11.5
FDG46, 8.63
DRC01, 5.92
FDB15, 10.895
NCA17, 20.6
FDF10, nan
FDR26, 20.7
FDF14, 7.55
FDJ33, 8.895
FDC03, 8.575
NCX05, 15.2
NCM41, 16.5
FDQ59, 9.8
FDH09, 12.6
DRD37, 9.8
FDT38, nan
FDB34, 15.25
DRB24, 8.785
FDV19, 14.85
FDN10, nan
FDY28, 7.47
DRG51, 12.1
FDD45, 8.615
NCL18, 18.85
FDF17, 5.19
FDY43, 14.85
NCT05, nan
FDL38, 13.8
FDZ31, 15.35
NCN54, nan
NCC42, 15.0
FDK08, 9.195
FDV22, nan
DRE60, 9.395
FDM56, 16.7
FDE57, 9.6
NCQ30, 7.725
FDT60, 12.0
FDJ28, 12.3
FDJ38, nan
FDC40, nan
FDG04, 13.1
NCT17, 10.8
NCZ29, 15.0
FDB38, 19.5
FDP22, 14.65
FDS26, 20.35
FDR52, 12.65
DRJ13, nan
FDE29, 8.905
FDK55, 18.5
FDK46, 9.6
FDB12, 11.15
NCQ02, nan
FDB11, 16.0
FDV55, 17.75
FDC41, 15.6
FDE14, 13.65
FDS19, 13.8
FDS58, nan
FDA26, 7.855
FDL45, 15.6
FDZ55, 6.055
FDY37, 17.0
FDA19, nan
FDM10, 18.25
NCL05, 19.6
NCE18, 10.0
FDG40, 13.65
FDT43, nan
FDD38, 16.75
FDA16, 6.695
NCM17, 7.93
FDA40, 16.0
FDL43, nan
FDV15, 10.3
NCL17, 7.39
FDW09, 13.65
FDS47, 16.75
FDC39, nan
FDZ07, 15.1
FDO04, 16.6
FDK41, 14.3
FDP15, 15.2
NCP18, nan
FDZ51, 11.3
FDF38, 11.8
NCI43, 19.85
FDM38, 5.885
FDS03, 7.825
DRJ47, 18.25
FDW52, 14.0
FDS40, 15.35
FDA37, 7.81
FDA15, 9.3
FDL39, 16.1
FDJ53, nan
FDD56, 15.2
FDD40, 20.25
FDS50, 17.0
FDT15, 12.15
NCS18, 12.65
NCB19, 6.525
FDH26, nan
FDA49, 19.7
FDB32, 20.6
FDI36, 12.5
FDH22, 6.405
NCM26, 20.5
FDB16, 8.21
FDO28, 5.765
DRJ59, 11.65
FDT23, 7.72
FDU15, nan
FDT47, 5.26
FDR59, 14.5
FDD53, 16.2
FDY51, 12.5
FDU51, 20.2
NCU06, 17.6
DRG25, 10.5
FDN15, 17.5
NCT18, 14.6
NCB31, 6.235
FDK57, 10.195
FDM01, 7.895
FDF28, 15.7
FDC32, 18.35
NCW54, nan
FDF09, 6.215
DRJ23, 18.35
FDX16, 17.85
DRH36, 16.2
FDZ28, 20.0
FDR35, 12.5
FDP56, 8.185
FDK15, 10.8
FDH44, 19.1
FDV01, 19.2
DRG03, 14.5
FDG50, nan
FDZ60, 20.5
FDS56, 5.785
FDU33, 7.63
DRD27, nan
FDW22, 9.695
DRA24, 19.35
NCS38, 8.6
DRO47, 10.195
FDS55, 7.02
FDO01, 21.1
FDQ15, 20.35
FDQ34, nan
FDZ12, 9.17
FDM28, 15.7
FDI10, 8.51
FDQ25, 8.63
FDY20, nan
NCZ53, 9.6
DRF37, nan
NCF42, 17.35
FDF16, 7.3
FDB41, 19.0
FDR34, nan
FDR15, 9.3
NCV42, nan
FDW51, 6.155
FDU36, 6.15
FDX60, 14.35
FDW55, 12.6
FDT01, nan
FDK21, nan
NCT53, 5.4
FDX44, nan
FDO44, 12.6
NCX17, 21.25
FDJ12, 8.895
DRK35, 8.365
FDD47, 7.6
FDE04, nan
FDW57, nan
FDT22, 10.395
FDY39, 5.305
FDO48, 15.0
DRN35, 8.01
FDC20, 10.65
DRJ35, 10.1
FDL24, 10.3
FDY50, 5.8
FDG57, nan
FDL21, 15.85
FDN16, 12.6
FDJ09, nan
DRE12, 4.59
FDP48, 7.52
NCB55, 15.7
FDQ08, 15.7
FDO33, 14.75
FDP13, 8.1
FDV13, 17.35
NCZ17, 12.15
FDU56, 16.85
FDS34, 19.35
FDB29, 16.7
FDT19, 7.59
FDN48, 13.35
NCJ43, 6.635
FDE17, nan
FDH10, 21.0
FDO36, 19.7
FDX10, 6.385
DRC49, nan
FDN32, 17.5
FDR37, 16.5
FDS14, nan
FDU02, 13.35
NCZ06, 19.6
FDO31, 6.76
FDH31, 12.0
NCA53, 11.395
NCQ17, 10.3
FDK51, 19.85
NCW41, 18.0
NCR29, nan
FDB08, 6.055
FDO03, 10.395
DRK13, 11.8
FDF52, 9.3
FDD29, 12.15
NCO02, nan
FDZ20, nan
FDA35, 14.85
FDV37, 13.0
FDA20, 6.78
NCY17, 18.2
FDQ36, nan
FDR04, 7.075
FDE39, 7.89
FDP57, 17.5
NCQ05, 11.395
FDW47, nan
FDV46, 18.2
NCP29, nan
DRI51, 17.25
NCX54, 9.195
NCP17, 19.35
FDF24, 15.5
FDB51, nan
FDI58, 7.64
FDR20, nan
FDE40, 15.6
FDE35, 7.06
NCI42, 18.75
FDA10, 20.35
NCM06, 7.475
FDL02, 20.0
FDQ14, 9.27
FDP36, nan
FDO40, 17.1
NCW30, 5.21
FDG22, 17.6
FDC34, 16.0
FDK34, 13.35
FDQ04, 6.4
NCH43, 8.42
NCH55, 16.35
FDY58, 11.65
FDO25, 6.3
FDN50, 16.85
FDK09, 15.2
FDW11, 12.6
FDU47, 12.8
NCQ42, 20.35
FDN08, 7.72
NCN53, 5.175
DRE25, 15.35
FDU04, 7.93
FDJ56, 8.985
FDD39, 16.7
NCU17, 5.32
FDL52, 6.635
FDS39, 6.895
DRM49, 6.11
DRF23, 4.61
FDA28, 16.1
FDW37, 19.2
FDF02, 16.2
NCF43, 8.51
NCK19, nan
NCD55, 14.0
FDT27, 11.395
FDQ57, 7.275
FDA47, nan
DRG15, 6.13
FDE05, 10.895
FDN46, 7.21
FDJ16, 9.195
FDX15, 17.2
NCO29, nan
FDI41, 18.5
FDQ48, 14.3
FDI08, nan
FDC21, nan
FDE47, 14.15
FDA27, nan
FDA43, nan
NCE55, 8.92
FDF22, nan
NCS54, 13.6
FDY32, 7.605
FDG47, nan
FDS44, 12.65
FDR33, 7.31
NCP50, 17.35
FDZ47, 20.7
FDY44, 14.15
FDY46, 18.6
FDM39, nan
FDY36, 12.3
DRL60, nan
NCJ54, 9.895
FDX59, 10.195
FDI07, 12.35
DRF51, 15.75
FDM13, 6.425
NCI55, 18.6
FDG60, 20.35
FDR47, nan
NCF06, 6.235
NCS06, 7.935
FDI19, 15.1
FDB59, 18.25
FDQ37, 20.75
FDW44, nan
FDJ26, 15.3
FDN56, 5.46
FDZ39, 19.7
NCJ19, 18.6
FDT12, 6.215
NCM18, 13.0
FDG44, 6.13
FDQ10, 12.85
NCO43, 5.5
FDX40, 12.85
FDE50, 19.7
NCD30, 19.7
FDL12, 15.85
NCG30, 20.2
NCN17, 11.0
FDD02, 16.6
FDU38, 10.8
NCJ29, 10.6
FDV50, 14.3
FDT02, 12.6
FDF26, 6.825
FDE53, 10.895
NCO41, 12.5
FDS11, 7.05
FDR51, 9.035
FDT49, 7.0
FDC56, 7.72
FDN38, nan
NCL29, 9.695
FDO13, 7.865
FDE26, 9.3
FDX14, 13.1
FDA34, 11.5
DRI11, 8.26
FDT14, 10.695
FDR19, nan
FDZ08, 12.5
NCJ05, 18.7
FDF59, nan
NCO05, 7.27
NCX42, 6.36
DRI01, 7.97
FDP38, nan
NCP55, nan
FDF12, 8.235
FDM21, nan
FDX56, 17.1
FDT32, 19.0
NCR50, 20.2
FDX21, 7.05
FDY02, 8.945
FDM12, 16.7
NCU30, nan
NCK18, 9.6
FDB52, 17.75
FDZ13, 7.84
NCO14, 9.6
NCN19, 13.1
FDK48, 7.445
FDH24, nan
FDV59, 13.35
FDL16, 12.85
FDJ15, nan
FDT10, nan
FDW43, nan
FDJ14, 10.3
FDA32, 14.0
NCQ41, 14.8
FDG56, 13.3
FDT48, 4.92
NCJ42, 19.75
NCS29, 9.0
FDB20, 7.72
FDL28, 10.0
FDW01, 14.5
FDJ21, 16.7
FDG21, 17.35
FDV48, 9.195
FDJ52, nan
DRG01, 14.8
FDW46, 13.0
NCF55, 6.675
FDE08, 18.2
NCQ54, 17.7
DRH39, 20.7
FDT08, 13.65
FDC08, 19.0
FDX58, 13.15
FDH32, 12.8
FDQ31, 5.785
FDP11, 15.85
FDZ16, 16.85
DRM23, 16.6
FDR01, 5.405
NCA05, 20.75
FDQ01, 19.7
FDI16, 14.0
FDL32, nan
FDA07, nan
FDY60, 10.5
FDA55, 17.2
NCB43, 20.2
FDR58, 6.675
FDC33, 8.96
FDP39, 12.65
FDV36, 18.7
FDA39, nan
FDJ60, 19.35
DRQ35, nan
FDE51, 5.925
FDT33, 7.81
FDR08, nan
FDL22, 16.85
FDR44, 6.11
FDV10, 7.645
FDV16, 7.75
FDI32, 17.7
FDJ32, 10.695
FDY34, 10.5
DRG13, 17.25
FDM52, 15.1
FDK36, 7.09
NCW06, nan
NCN06, 8.39
FDC45, 17.0
NCO53, 16.2
FDE23, 17.6
FDC10, 9.8
FDZ32, 7.785
FDR23, 15.85
FDU26, 16.7
FDE20, 11.35
FDB22, 8.02
NCN42, 20.25
DRG11, 6.385
DRK11, 8.21
NCK06, 5.03
FDW07, 18.0
NCA41, 16.75
FDK04, 7.36
FDV26, 20.25
FDS04, nan
FDE56, 17.25
NCZ05, 8.485
NCV41, nan
FDW32, nan
FDW19, nan
FDI48, 11.85
FDF46, 7.07
DRG23, 8.88
FDI33, 16.5
NCN29, 15.2
FDR48, nan
NCY29, 13.65
DRJ01, 6.135
FDV03, 17.6
FDX11, 16.0
NCV54, 11.1
FDV07, 9.5
FDM15, 11.8
FDY11, nan
FDO08, 11.1
NCG07, 12.3
FDT34, nan
NCD42, 16.5
FDX25, 16.7
FDB04, 11.35
NCV53, 8.27
NCK29, 5.615
FDC46, 17.7
FDX38, 10.5
FDO12, 15.75
FDW34, 9.6
FDP32, 6.65
FDL13, 13.85
FDQ20, 8.325
DRO35, nan
FDF40, 20.25
NCU54, 8.88
DRK59, 8.895
NCO42, 21.25
FDB26, 14.0
FDB46, 10.5
FDN03, 9.8
NCX30, 16.7
DRM47, 9.3
FDP04, 15.35
FDN01, 8.895
DRG37, nan
FDE32, 20.7
FDO34, 17.7
FDM04, nan
NCH18, 9.3
FDX36, 9.695
FDT16, 9.895
FDS27, 10.195
FDP33, 18.7
FDV14, nan
NCP42, 8.51
FDA23, 9.8
FDB58, 10.5
NCM05, 6.825
FDF53, 20.75
FDZ04, nan
NCQ53, 17.6
FDR22, 19.35
FDH04, 6.115
FDY40, 15.5
NCI17, 8.645
NCI18, 18.35
FDH14, 17.1
FDK02, 12.5
FDJ02, 17.2
FDU55, 16.2
FDX49, 4.615
FDK43, 9.8
FDR32, 6.78
FDV60, 20.2
FDG10, 6.63
NCV05, 10.1
DRJ11, nan
FDZ03, 13.65
DRF36, 16.1
FDH60, 19.7
DRJ25, 14.6
DRL47, nan
DRK01, 7.63
FDO60, 20.0
FDO57, 20.75
FDY21, 15.1
FDV20, 20.2
NCU41, 18.85
FDI28, 14.3
DRK23, 8.395
FDR11, 10.5
NCX18, 14.15
NCG43, 20.2
FDA13, 15.85
FDB37, 20.25
FDT35, 19.85
NCY53, 20.0
FDP49, 9.0
FDS25, 6.885
FDX52, 11.5
FDH41, 9.0
FDG38, 8.975
DRB13, 6.115
NCH06, 12.3
FDM45, 8.655
FDR46, 16.85
FDD16, 20.5
FDF21, nan
FDU10, 10.1
FDJ22, 18.75
DRI37, 15.85
FDI21, 5.59
DRE37, 13.5
FDT55, 13.6
NCK07, 10.65
FDZ49, 11.0
FDH47, nan
FDH34, 8.63
FDB36, 5.465
FDU20, 19.35
FDW31, 11.35
NCB30, 14.6
FDJ27, nan
FDG08, 13.15
FDU49, 19.5
FDN12, 15.6
NCE31, 7.67
NCE07, 8.18
FDW50, 13.1
NCW18, 15.1
NCJ17, 7.68
FDZ22, 9.395
DRG48, 5.78
DRN37, nan
NCY41, nan
FDN28, 5.88
FDQ33, 13.35
FDM36, 11.65
FDD46, 6.035
FDJ34, 11.8
NCS05, nan
NCS17, 18.6
NCB42, 11.8
NCI54, 15.2
FDO24, 11.1
FDD04, nan
FDV09, nan
FDC38, 15.7
FDB27, 7.575
FDX55, 15.1
FDH02, 7.27
FDH57, nan
FDN44, 13.15
FDX03, 15.85
FDS13, nan
FDX01, 10.1
FDW28, 18.25
FDY22, 16.5
FDC35, 7.435
FDF56, 16.7
FDG53, 10.0
FDU13, 8.355
FDI46, 9.5
FDG16, 15.25
FDF44, 7.17
FDB17, 13.15
FDH38, 6.425
FDH17, 16.2
NCR53, 12.15
FDX46, 12.3
DRM59, 5.88
NCZ54, 14.65
NCK05, 20.1
FDC58, 10.195
FDY55, 16.75
FDN25, nan
FDR57, 5.675
FDT46, 11.35
FDC04, 15.6
FDD50, 18.85
FDZ23, 17.75
DRH51, 17.6
DRL11, 10.5
FDL27, 6.17
FDP34, 12.85
FDZ57, 10.0
NCI31, 20.0
FDW15, 15.35
FDK58, 11.35
DRJ51, 14.1
FDZ35, nan
FDB44, 6.655
NCO17, 10.0
FDD57, 18.1
FDH27, 7.075
FDI38, 13.35
DRF27, 8.93
FDQ44, nan
FDE59, 12.15
FDJ48, 11.3
FDD11, nan
FDI15, 13.8
NCV30, 20.2
FDN58, 13.8
FDZ58, 17.85
FDL33, 7.235
NCZ18, nan
FDG26, nan
DRH37, 17.6
FDK45, 11.65
FDL56, 14.1
FDV38, 19.25
FDK22, 9.8
FDS43, 11.65
FDD26, 8.71
FDY48, 14.0
NCM30, 19.1
DRF03, 19.1
FDN51, 17.85
FDD05, 19.35
DRE27, 11.85
FDP24, 20.6
FDY15, 18.25
FDC17, 12.15
FDC59, nan
FDT37, 14.15
DRG36, 14.15
DRF49, 7.27
NCK42, 7.475
DRP35, 18.85
FDC02, 21.35
FDG41, 8.84
FDE44, 14.65
NCD18, 16.0
FDO10, 13.65
FDP10, nan
FDR25, 17.0
FDW49, 19.5
FDD44, nan
NCR38, 17.25
FDH48, 13.5
DRM35, 9.695
FDQ13, 11.1
FDE10, 6.67
FDB49, nan
